acceleration_autocorrelation,acceleration_change_rate,acceleration_jerk_cross_correlation,acceleration_kurtosis,acceleration_max,acceleration_mean,acceleration_median,acceleration_min,acceleration_quantile25,acceleration_quantile75,acceleration_skewness,acceleration_std,jerk_kurtosis,jerk_max,jerk_mean,jerk_median,jerk_min,jerk_quantile25,jerk_quantile75,jerk_skewness,jerk_std,num_hard_accelerations,num_hard_brakes,num_hard_turns,speed_acceleration_cross_correlation,speed_autocorrelation,speed_change_rate,speed_kurtosis,speed_max,speed_mean,speed_median,speed_min,speed_quantile25,speed_quantile75,speed_skewness,speed_std,label
-0.45428418,0.349222962,-0.121526134,-0.375911718,-0.976818384,-1.036722854,-1.11303859,-0.245993848,-0.715596579,-1.13669395,0.362916288,-0.565097784,-0.693326445,-0.175916957,-0.248538313,0.586863702,-0.274110102,-0.850340669,0.296827145,-0.396640656,0.240214174,-0.212182195,-0.183857195,-0.238843469,-0.473538707,0.269627302,0.026047281,-0.31319993,1.067134057,1.01780838,1.025997616,0.997308017,1.008581309,0.962939589,-0.098824642,0.010382863,Aggressive
0.398270576,-0.20738152,-0.275907792,-0.403010336,0.577072182,0.869901152,0.915553964,0.743586759,0.692265216,0.722478151,0.196229219,-0.090884993,-0.768559897,-0.437668597,0.138945472,-0.325279894,0.487405525,0.092743243,0.292065027,0.049262622,-0.289219575,-0.212182195,-0.183857195,-0.238843469,0.750082166,0.268560595,0.105888279,-0.462689644,1.015332819,0.917983539,0.818361321,0.9225794,0.806183407,1.009753162,0.02006999,0.470490724,Aggressive
0.39928682,-0.215804307,0.444585695,-0.343661676,-0.508954005,-0.366057967,-0.161358359,-0.281462515,-0.406802541,-0.386831518,-0.672162741,-0.111288302,-0.544602821,-0.589020533,-1.036461859,-0.939305341,0.065366594,-0.31217737,-0.33889885,-0.326278959,-0.306955291,-0.212182195,-0.183857195,-0.238843469,1.406632886,0.148138102,-0.447726208,0.546638494,1.108058612,1.338212723,1.335347029,1.409812727,1.461626852,1.200672916,-1.804615145,-0.703194429,Aggressive
0.109328279,0.018915257,0.059270009,-0.18904006,-0.434991036,-0.672313819,-0.774690519,-0.172583877,-0.483984005,-0.789870807,0.685975995,-0.299880405,-0.125479962,0.172243992,0.369626902,0.277369925,-0.297233664,0.10431939,0.263746838,-0.022443764,0.06814667,-0.212182195,-0.183857195,-0.238843469,0.801895471,0.259612923,-0.194523094,-0.429905995,0.927098511,1.033128729,1.071727646,1.038537432,1.013192543,1.00928149,-0.730731957,-0.070223201,Aggressive
0.191416464,-0.128680987,0.081265988,-0.431656351,-1.030854339,-1.183247787,-1.379200382,-0.535492033,-0.887612534,-1.03069207,0.347941622,-0.356359939,-0.56811026,-0.298750752,0.028903096,-0.030148843,0.148067233,0.184102887,0.133707752,-0.339127326,-0.154443941,-0.212182195,-0.183857195,-0.238843469,0.065597887,0.273709568,0.231960951,-0.462566755,-0.479121094,-0.575787206,-0.55135834,-0.705218676,-0.68139561,-0.430559283,-0.308399029,0.596052528,Aggressive
0.367396033,-0.041849658,0.03590803,-0.345637878,-0.473420405,-0.969213209,-1.30481888,-0.557423161,-0.888697087,-0.845991372,0.595716575,-0.007415968,-0.629400947,-0.178801641,-0.705631854,-1.026244826,0.371219524,-0.687264125,-0.13674714,0.377233413,-0.120126746,-0.212182195,-0.183857195,-0.238843469,1.561627665,0.270368114,0.198261576,-0.323068332,-0.517165697,-0.45412879,-0.374331429,-0.649991814,-0.456470949,-0.411679905,-0.864636891,0.159970122,Aggressive
0.367396033,-0.041849658,0.03590803,-0.345637878,-0.473420405,-0.969213209,-1.30481888,-0.557423161,-0.888697087,-0.845991372,0.595716575,-0.007415968,-0.629400947,-0.178801641,-0.705631854,-1.026244826,0.371219524,-0.687264125,-0.13674714,0.377233413,-0.120126746,-0.212182195,-0.183857195,-0.238843469,1.561627665,0.270368114,0.198261576,-0.323068332,-0.517165697,-0.45412879,-0.374331429,-0.649991814,-0.456470949,-0.411679905,-0.864636891,0.159970122,Aggressive
-0.340103492,1.215652144,-0.127478599,-0.456285125,-1.32978309,-1.866643375,-1.865556372,-1.2792007,-1.779983435,-1.546793407,-0.148505811,-0.080995606,-0.720694892,0.777928066,-0.843411617,-0.103350328,-0.589127362,-2.067545959,1.139075831,-0.155294536,1.036765447,-0.212182195,-0.183857195,-0.238843469,-0.435248688,0.273837056,1.171735005,-0.354247823,0.102119681,-0.253189211,-0.307653448,-0.567635834,-0.375189344,-0.155600389,-0.042671214,1.004495917,Aggressive
0.532563406,-0.176892388,-0.461689118,-0.514754124,-0.12115859,-0.780703189,-0.794631678,-0.657370159,-1.218237259,-0.418055488,0.213148134,0.65823279,-0.617588317,-0.494685514,-1.290442605,-1.227410458,0.164245752,-0.468045603,-0.494852956,-0.021449758,-0.31690504,-0.212182195,-0.183857195,-0.238843469,1.384463444,0.247842506,0.376579037,-0.163198693,0.091605044,0.198082652,0.274963223,-0.011277642,0.232760738,0.214439763,-1.185240809,0.135151898,Aggressive
0.406057448,-0.34447618,-1.426055589,-0.401492698,0.092056173,0.594234835,0.716623625,0.080421685,0.452437166,0.686739555,-0.280227161,-0.132575133,-0.29719061,-0.070616834,0.618231008,-0.25456801,0.688374009,0.409692729,0.037807235,0.839337534,-0.29956284,-0.212182195,-0.183857195,-0.238843469,-0.189420758,0.261033789,-0.128189239,-0.506255014,-0.075069378,-0.016837354,0.029834202,-0.053548289,-0.089807701,0.050293415,-0.517515726,0.180989591,Aggressive
0.475841839,0.492406719,-1.981614179,-0.221878998,1.0245989,0.68439366,0.749217681,-0.830137983,0.18886438,0.925597376,-0.247549754,0.893285557,-0.212449528,0.629479728,1.889902574,2.61842594,-0.271323017,0.740158683,0.934312384,-0.532530451,0.298816745,-0.212182195,-0.183857195,-0.238843469,1.028827784,0.246019521,0.546191678,-0.326095371,0.029981455,-0.162256526,-0.263381569,-0.143617357,-0.214817545,-0.106676884,0.358557485,0.442366426,Aggressive
0.469381782,0.396497555,-0.196355027,-0.525740719,-0.913941096,-1.670544512,-1.176068315,-1.833244279,-2.412208602,-0.720040271,-0.422786055,1.154603466,-0.385207101,0.54378061,-0.304220531,-0.404797397,-0.093790434,-0.837196675,-0.027578117,0.422631786,0.411966786,-0.212182195,-0.183857195,-0.238843469,1.047129423,0.265543645,0.950143746,-0.387034164,0.159920394,0.100499587,0.332297436,-0.381778188,-0.119717668,0.290944762,-0.915348161,1.438390948,Aggressive
0.378512511,-0.729706053,0.222050876,-0.314182056,0.053479879,0.295651425,-0.058843303,0.723969763,0.494710549,0.229492246,0.994041953,-0.437646278,0.387495447,-0.155707271,0.622885211,0.074918755,0.719757566,0.826884499,-0.908864189,1.342118551,-0.55310999,-0.212182195,-0.183857195,-0.238843469,1.52657922,0.238928693,-0.775206563,0.207493025,-0.969911861,-0.911709596,-0.921880525,-0.705218676,-0.799408102,-1.038900961,1.067131446,-0.637017131,Aggressive
