acceleration_autocorrelation,acceleration_change_rate,acceleration_jerk_cross_correlation,acceleration_kurtosis,acceleration_max,acceleration_mean,acceleration_median,acceleration_min,acceleration_quantile25,acceleration_quantile75,acceleration_skewness,acceleration_std,jerk_kurtosis,jerk_max,jerk_mean,jerk_median,jerk_min,jerk_quantile25,jerk_quantile75,jerk_skewness,jerk_std,num_hard_accelerations,num_hard_brakes,num_hard_turns,speed_acceleration_cross_correlation,speed_autocorrelation,speed_change_rate,speed_kurtosis,speed_max,speed_mean,speed_median,speed_min,speed_quantile25,speed_quantile75,speed_skewness,speed_std,label,analysis
0.4985855289148687,-0.5409063023637727,1.601550615424534,-0.315776162120356,-0.02396520013667,-0.1791667345233404,-0.2928161825656845,0.3030447666833269,-0.2236880377324201,-0.4055002037969063,0.6677887268885776,-0.2032336361470632,-0.6024827722845135,-0.7801542896814312,0.7662574942256606,0.6833463702238802,0.6006914598672783,0.8610945586065473,0.1435050257237614,-0.6594531264926569,-0.6291754671148014,-0.2121821954712471,-0.1838571952994876,-0.2388434693412601,-0.1471886223951081,0.1865473499667824,-0.417713316614992,-0.480501285191615,1.3484725653603995,1.526594765393067,1.495037079137722,1.687192333822881,1.5693561263426323,1.4557205117716376,-0.2787174452773667,-0.5254259955776485,Aggressive,"The driver exhibits frequent and significant acceleration and deceleration, as indicated by high acceleration autocorrelation and acceleration change rate. The high jerk values and frequent occurrences of hard accelerations, brakes, and turns suggest an aggressive driving style. Additionally, the speed metrics show high and fluctuating speeds, reinforcing the characterization of this driver's style as aggressive. Overall, this driver demonstrates an aggressive driving behavior."
0.4435846977776353,-0.531046968287933,-1.0078721316140884,-0.3119017703351817,-0.01565243228827,0.2296687088304338,0.1062294531957269,0.5984445539080825,0.2967338919585262,-0.1166539407128361,0.6706095419752858,-0.4232835099408339,-0.2637431419545395,-0.5699478857694559,-1.135597460457128,-1.260660656205374,0.7489642260589137,-0.3254462070750106,-0.933138211669744,0.8326234834745132,-0.6700863148753714,-0.2121821954712471,-0.1838571952994876,-0.2388434693412601,-1.5558291124985733,0.2210587395858487,-0.5927103995458459,0.472027466242579,1.5058524447639947,1.758531704546528,1.745985918646304,1.858100952583692,1.8854262759520408,1.6140957675645613,-1.7902059693105958,-0.7383783189389458,Aggressive,"The driving behavior displayed by the driver suggests a tendency towards an aggressive style. This is indicated by the high values in speed-related metrics such as speed_max, speed_mean, and speed_median, which show that the driver maintains high speeds. Additionally, the acceleration metrics like acceleration_autocorrelation and acceleration_mean are moderately high, implying frequent changes in speed. The negative values in jerk_mean and jerk_median, along with high jerk_skewness, suggest abrupt changes in acceleration, typical of aggressive driving behavior. Overall, the combination of high speed and variable acceleration points to an aggressive driving style."
0.4872222349218953,-0.1342798696620186,-0.489045998458838,-0.5152625064424036,1.0724030993050149,1.3301956886887425,1.4121492083600766,0.8607252916728265,0.7864160536354972,1.3668297717285511,0.087211803771407,0.3827624656751592,-0.7313833075349031,-0.4700714119254104,0.3780553113027984,0.7583814224150249,0.3153476038401698,0.2398299575694337,0.2793015329845342,-0.3212261908955138,-0.236998400669025,-0.2121821954712471,-0.1838571952994876,-0.2388434693412601,1.13819970210357,0.2721033190128668,0.6642818075971361,-0.4309929074444348,-0.2737521401070739,-0.6170950539273244,-0.7380831484135008,-0.705218675583089,-0.794845854771512,-0.4206742479187084,0.1207537213677724,1.0911867054906057,Aggressive,"The driver exhibits a moderate level of acceleration autocorrelation and a significant positive speed acceleration cross-correlation, indicating a responsive approach to speed changes. The relatively high acceleration mean, median, and max values suggest frequent and significant acceleration events, but these are not extreme. Jerk metrics show moderate values, indicating controlled but noticeable changes in speed and acceleration. Overall, the driving style can be classified as Assertive, characterized by confident and decisive handling without being overly aggressive or conservative."
0.1636002366423964,1.2166639311501537,-0.3326383946009942,-0.4345774145646847,-0.6658423292682017,-1.0941739115485074,-0.8579439844900809,-1.1457938814747357,-1.234536752529421,-0.5662281343316731,-0.3914626734238658,0.5139387244163827,-0.7145800004818296,0.5547025471550118,-0.6883872106494289,-1.7950195803895814,-0.8713869980996986,-1.5636780297144208,1.1449410406478664,0.0565797533590426,1.0074396601716344,-0.2121821954712471,-0.1838571952994876,-0.2388434693412601,-0.334208811049696,0.2546910365006142,0.3426922574925725,-0.4549448147566075,1.8038272605787904,1.6926147820514528,1.5127548799383332,1.692141213614062,1.6192895557414428,1.8080156976381996,0.1107978524692525,0.5948789254938518,Aggressive,"The driver demonstrates a generally high speed with moderate variability, suggesting a tendency to drive fast but not excessively aggressive or erratic. Acceleration metrics indicate frequent changes and a higher standard deviation, pointing to a somewhat assertive but controlled driving style. The negative values in jerk metrics, particularly the median, indicate occasional abrupt changes, yet these are not overly frequent. Overall, this driving behavior can be categorized as assertive, characterized by confident and controlled driving with occasional brisk maneuvers."
0.3653300536518739,-0.0253618790344347,-0.5132483678507274,-0.5465758744142412,0.6917706145600088,1.2520111851919036,1.5316121623263363,0.9113515868051272,0.6127578994054848,1.362291377296603,-0.2664747614611787,0.159472411575402,-0.4034328328046935,0.0526376216175639,0.9775042418381168,0.1779160581463918,-0.0496888135386324,0.6871914104651878,0.7222859672391875,-0.2607982346139184,0.0416661977251888,-0.2121821954712471,-0.1838571952994876,-0.2388434693412601,1.325677504259187,0.2736060338733148,0.5447566844559132,-0.4337410976693368,-0.3303103077018551,-0.6382395114581961,-0.6844728546977158,-0.705218675583089,-0.7989945496506169,-0.4968708772356,0.0153369175808153,0.8272246513050867,Aggressive,"The driver exhibits moderate fluctuations in acceleration and speed metrics, suggesting a balanced driving style. The low rates of hard accelerations, brakes, and turns, combined with moderate speed variation, indicate a cautious yet not overly conservative approach. This driving behavior can be classified as ""Moderate,"" reflecting a balanced and prudent driving style without extreme aggression or excessive caution."
0.4964897477855907,-0.6575690269597996,-0.2337888587710945,-0.4536888770260441,0.5196595357962108,0.6495102803703081,0.088514708113212,0.902185765758454,0.5047647976996431,0.70738535584858,0.724245172475589,0.0080506245285889,-0.176882067776155,-0.349337039127359,0.6384048313599965,0.1227053502533525,0.5143248127255685,1.0819900363653805,-0.5025701549483833,0.4148534808861048,-0.5265111453704379,-0.2121821954712471,-0.1838571952994876,-0.2388434693412601,1.5856355278493068,0.2635822132573012,-0.2973252876854163,-0.0841014523013933,-0.7332266302648972,-0.847729250827923,-0.9193051964544672,-0.705218675583089,-0.7993818146838637,-0.8967287838811427,0.7390597159641529,-0.1069404634600443,Aggressive,"The driver exhibits a moderate level of acceleration autocorrelation and a relatively high mean acceleration, suggesting frequent but measured changes in speed. The low values in maximum speed and overall negative speed metrics indicate a generally slower driving pace. The jerk metrics show some variability but are not extreme, which points to occasional abrupt changes in speed or direction but within controlled limits. Overall, these attributes suggest a **Moderate** driving style, characterized by balanced and cautious driving behavior, neither overly aggressive nor overly conservative."
0.5646046182856999,-1.2038798644260311,-0.6633773851386544,-0.5950210579160354,-0.599590541333231,0.1716314516529228,0.2316317970793585,0.7721758694576507,0.4199167665219813,-0.1096423798036811,-0.1444160830681942,-0.8947858918270759,-0.2419083185824026,-1.2171396562387458,0.2821291949167339,0.4365274144246051,1.1044103792058328,1.1506541077134629,-0.7935045320878827,-1.0261476672788896,-1.2401569036959808,-0.2121821954712471,-0.1838571952994876,-0.2388434693412601,1.5209973893021722,0.2637829821485271,-0.8305052548758534,-0.2304794338176064,1.0360570764506198,1.1905600226774515,1.142458421973123,1.4170035238263647,1.2738056680512837,1.0687011415988863,0.4730174765815736,-0.7060657176857017,Aggressive,"The driver exhibits moderate to high stability in acceleration and speed metrics, indicating a balanced and controlled driving style. The presence of moderate jerks and speed variations, along with a relatively high speed mean and max, suggests a confident and assertive approach, yet not overly aggressive. This driver maintains a good balance between cautious and assertive driving, likely leaning towards an assertive driving style without extreme behaviors."
0.3450501583978591,0.6977314281739522,-0.1479474265076002,-0.3729195637868503,-0.4494649165747895,-1.5836117282570183,-1.9819367379624284,-1.427500139952572,-1.7172437334436688,-0.9916765356740832,0.5153667496295606,0.6362929644719827,-0.6885275716814453,0.1514353887235514,-1.037108024450683,-1.1956262753466032,-0.3021046300940079,-1.2938133166598955,0.3976935652520094,0.0238928946087428,0.5635715604663089,-0.2121821954712471,-0.1838571952994876,-0.2388434693412601,1.5074085103561985,0.2729092130436278,1.0471682013103656,-0.3678464606195872,0.9869184904724848,0.9212494147278384,0.9733407368115672,0.479742591787993,0.7939479221083819,1.0736595734049827,-0.7591196935435357,1.0418933691941603,Aggressive,"This driver exhibits moderate levels of acceleration autocorrelation and a high speed change rate, suggesting a dynamic driving style with frequent changes in speed. The slight negative skew in speed indicates a tendency to operate at higher speeds more frequently. The presence of moderate acceleration and jerk statistics, combined with a low number of hard accelerations, brakes, and turns, suggests a balanced approach to driving. Overall, this driver can be classified as having an assertive driving style, characterized by confident and decisive maneuvers without being overly aggressive or conservative."
0.3450501583978591,0.6977314281739522,-0.1479474265076002,-0.3729195637868503,-0.4494649165747895,-1.5836117282570183,-1.9819367379624284,-1.427500139952572,-1.7172437334436688,-0.9916765356740832,0.5153667496295606,0.6362929644719827,-0.6885275716814453,0.1514353887235514,-1.037108024450683,-1.1956262753466032,-0.3021046300940079,-1.2938133166598955,0.3976935652520094,0.0238928946087428,0.5635715604663089,-0.2121821954712471,-0.1838571952994876,-0.2388434693412601,1.5074085103561985,0.2729092130436278,1.0471682013103656,-0.3678464606195872,0.9869184904724848,0.9212494147278384,0.9733407368115672,0.479742591787993,0.7939479221083819,1.0736595734049827,-0.7591196935435357,1.0418933691941603,Aggressive,"The driver exhibits moderate to high variability in speed and acceleration, indicating a tendency for dynamic driving but not excessively aggressive or cautious. The presence of some negative kurtosis and skewness values in acceleration and jerk metrics suggests occasional unpredictability in driving patterns. Overall, the driving style can be classified as **Assertive**, characterized by confident and decisive actions, yet not extreme, maintaining a balance between aggression and caution."
0.3751886387026237,-0.7468000657476477,0.1440184395237689,-0.4978692986732899,-0.1411115605455874,0.3743417216239937,0.2131147677596696,0.8251258445599976,0.4553313263026313,0.3079689998392168,0.5283206399365913,-0.5615951860732287,0.2265905610268095,-0.4475625049636573,-0.1692464283265513,-0.3718770954898728,0.5847846015795385,0.6433473481687619,-0.9854114029801688,0.6781842316568126,-0.6631456909130109,-0.2121821954712471,-0.1838571952994876,-0.2388434693412601,-1.2094435002137844,0.262397017872124,-0.5977038343504222,-0.2369200420884167,1.0584948756859878,1.26572888270848,1.3065770890593449,1.312200521376212,1.32410339215411,1.181561529985895,-1.1604607139045235,-0.3993187746554374,Aggressive,"The driver exhibits moderate acceleration autocorrelation and a negative acceleration change rate, suggesting controlled but varied acceleration and deceleration patterns. The jerk metrics are mixed, indicating occasional abrupt changes in speed but not consistently aggressive. Speed metrics show high averages and maxima but with controlled variability, implying the driver maintains high speeds but with caution. Overall, this driver displays a balanced driving style, leaning slightly towards assertive due to the controlled high speeds, yet not overly aggressive or conservative."
0.3646748071002189,0.7900198219328138,-0.1278079100988565,-0.2501063100422022,-0.9103535113310312,-1.423387604712364,-0.6781234524533588,-2.1714543559144817,-1.707899001731898,-0.7480688413299122,-0.956432788045372,1.122949751364198,0.1129233912373346,1.6640692620342792,-0.2965303060570782,-0.3663264328044526,-0.2167085659070655,-1.6608838500177303,-0.1824486838544025,0.9037945720267374,0.9588269215158146,-0.2121821954712471,1.861515030408991,0.2089521085572757,1.0611783032041553,0.2575939676788476,0.5932873879293861,-0.3001029102294893,1.0380817414448356,1.0693152610191827,1.2636996994567364,0.6966818579322592,0.9542503896194384,1.1402948955286958,-1.1036249321546006,0.964765991951998,Aggressive,"The driver exhibits a moderate level of acceleration autocorrelation and a high acceleration change rate, suggesting frequent and significant speed changes. The positive jerk max and std values indicate occasional abrupt movements, while the high number of hard brakes and moderate number of hard turns point to a somewhat assertive driving style. However, the overall high speed metrics with considerable variation suggest a tendency towards aggressive driving. Thus, this driver's style can be categorized as assertively aggressive, leaning more on assertive due to controlled yet frequent changes in speed and direction."
-0.7514503049824783,-1.1595850207869902,-1.0696077354729134,1.0263622322022137,-0.5457807737751683,0.5142915595716467,0.5403516264111855,1.085934518756157,1.0138889416975672,-0.0701179878234531,-1.665760368077471,-1.2848063963269216,-0.0522015045717341,-1.0224358544003758,0.0436009653727491,0.0862144193708317,1.0193051791469765,1.0590847809626651,-0.9678370585360654,0.2574375480231992,-1.1269618831649784,-0.2121821954712471,-0.1838571952994876,-0.2388434693412601,0.2153907752178359,0.281718138215273,-0.4871138709532045,-0.4148347671675925,1.188613249121049,1.2880441500610522,1.2704261031983255,1.371944652781968,1.3188723319170854,1.2237218081752843,-0.3452450655310837,-0.3343688629611479,Aggressive,"The driver exhibits low variability and high stability in acceleration and speed metrics, indicating a cautious and steady driving style. The minimal occurrences of hard accelerations, hard brakes, and hard turns, along with minimal speed fluctuations, suggest a conservative driving approach. Overall, this driver demonstrates a Conservative driving style."
0.5169591670955097,-0.7250235341279743,-1.176772141800101,-0.5111576651510923,-0.7977781993915984,-0.8236994016488287,-0.5667229024393649,-0.2985355116212864,-0.691355582750458,-0.7957495446026268,-0.2980782603686793,-0.3540200036372853,-0.6833032513119885,-0.8436939487351492,-0.8701788699973599,-0.7661799900882174,0.8386871470722282,0.0778119978519505,-0.8998538256248859,0.2834279545999437,-0.820095332021944,-0.2121821954712471,-0.1838571952994876,-0.2388434693412601,1.6579483225224754,0.2741975363192303,-0.2443937531240606,-0.2409163820407306,1.1985019874318812,1.3532658743161918,1.4138857000522602,1.2702204799997725,1.3758208591548893,1.3090857765121475,-1.1188353534223556,-0.075466824260564,Aggressive,"The driver exhibits a combination of moderate to aggressive characteristics. High speed metrics indicate a tendency to maintain higher speeds, while the negative acceleration and jerk values suggest frequent and significant changes in speed and direction, albeit somewhat controlled. The negative values in jerk and acceleration standard deviations imply less variability, hinting at a somewhat predictable driving pattern under aggressive maneuvers. Overall, this driving style leans towards an assertive or moderately aggressive approach, balancing speed with controlled variability in acceleration and jerk."
0.3108518147955336,0.0592023977431368,0.0960645361383296,-0.5410138252427581,0.9777978876249532,1.115988055204795,0.9197845177664512,0.9185904850861843,0.7090129909283933,1.216250680245695,0.3034224880114436,0.2592908376489329,0.5473755423155928,0.8894466416425794,-0.2137644580490015,-0.7958316276933062,0.1631010848518745,-0.3358457496819491,-1.0388845168572198,1.4827329258969182,0.2913180361588046,-0.2121821954712471,-0.1838571952994876,-0.2388434693412601,-1.2963540867126822,0.2716430647662494,0.3610523149570869,-0.3075527452349626,1.4566869164266871,1.5146130647768297,1.6241044556368438,1.231228107674689,1.4459838293256444,1.5728328027109757,-0.9922779509043504,0.6483162008955178,Aggressive,"The driver displays a driving style characterized by moderate to high speeds with relatively stable acceleration metrics, suggesting a controlled yet assertive approach. The low number of hard accelerations, brakes, and turns, combined with a moderate speed variability, indicates a balanced driving behavior that leans towards assertive but not aggressive, fitting a description of an Assertive driving style."
0.2782198912095194,0.8941701178421203,0.1095278488487773,-0.44327076121824,-0.3745293504123583,-1.1583295308500412,-1.1211599960505183,-1.123933002732132,-1.4712395233427105,-0.7695698515703249,0.1239154195106641,0.5449404407537081,-0.743620511637614,0.3203902801971867,-1.0845186859464746,-1.6131416264206706,-0.4077753732669806,-1.3099209852492864,0.7652931495478893,0.0583832640956965,0.6962042539397844,-0.2121821954712471,-0.1838571952994876,-0.2388434693412601,1.4880560636671984,0.2594882729444868,0.5483919527428658,-0.1782755099196361,1.1076563329443163,1.2102769596810543,1.301153312912428,0.9566255863665282,1.1994156152710975,1.2099620413628842,-1.148385487626372,0.2551672858793981,Aggressive,"The driver exhibits moderate acceleration autocorrelation and a high acceleration change rate, indicating frequent and significant speed adjustments. The speed metrics show high average and maximum speeds with moderate variability, suggesting a tendency towards faster driving. The low values in jerk metrics and minimal occurrences of hard accelerations, brakes, and turns suggest a controlled driving style, but with occasional brisk adjustments. Overall, this driver’s style can be categorized as **Assertive**, characterized by confident and decisive handling with controlled aggression in speed management."
0.2620952771663914,1.7394632996545225,-0.0532647026644389,-0.1593203505111375,-0.2904017941419399,-1.5363776678125378,-1.1941480150669177,-2.537720584618745,-1.5700557667549924,-0.8534088974342638,-0.6809705359023471,1.2970442606399804,-0.5852467871633692,1.3387938574116696,-1.7958049304792183,-1.772653440192143,-1.321938738788321,-2.330812792287559,1.3765412637417045,-0.069069620770994,1.587384934127044,-0.2121821954712471,2.4459070948971275,-0.2388434693412601,1.726297788751726,0.2655836096153077,0.9765351660686132,0.0720191765155495,1.4565436503243006,1.5183289828393234,1.6101736214324058,1.0580016783904935,1.5443405170283095,1.520214941985111,-1.4355331279549306,0.5860752482719389,Aggressive,"The driver exhibits a combination of moderate to high acceleration and speed metrics, with notable fluctuations in jerk values. The presence of frequent hard brakes suggests a readiness to respond assertively when needed. However, the acceleration and jerk patterns indicate a tendency towards sudden changes, which could sometimes be perceived as aggressive. Overall, the driving style leans towards assertive due to the balance between high responsiveness and controlled aggression in handling speed and acceleration changes. This style is characterized by confident and decisive maneuvers, albeit with occasional sharp responses."
